Time,Humidity(%)
2024-02-26 18:50:57,65.1
2024-02-26 19:10:57,67.3
2024-02-26 19:30:57,69.3
2024-02-26 19:50:57,70.2
2024-02-26 20:10:57,71.5
2024-02-26 20:30:57,72.7
2024-02-26 20:50:57,74.8
2024-02-26 21:10:57,75.7
2024-02-26 21:30:57,76.7
2024-02-26 21:50:57,77.8
2024-02-26 22:10:57,79.7
2024-02-26 22:30:57,79.8
2024-02-26 22:50:57,80.4
2024-02-26 23:10:57,82.3
2024-02-26 23:30:57,82.9
2024-02-26 23:50:57,83.3
2024-02-27 00:10:57,84.2
2024-02-27 00:30:57,83.7
2024-02-27 00:50:57,85.1
2024-02-27 01:10:57,85.6
2024-02-27 01:30:57,85.5
2024-02-27 01:50:57,85.5
2024-02-27 02:10:57,86.5
2024-02-27 02:31:01,87.2
2024-02-27 02:50:57,86.1
2024-02-27 03:10:57,87.2
2024-02-27 03:30:57,86.9
2024-02-27 03:50:57,86.9
2024-02-27 04:10:57,86.6
2024-02-27 04:30:57,87
2024-02-27 04:50:57,84.8
2024-02-27 05:10:57,84.7
2024-02-27 05:30:57,84.9
2024-02-27 05:50:57,85.9
2024-02-27 06:10:57,85.8
2024-02-27 06:30:57,86.1
2024-02-27 06:50:57,85.7
2024-02-27 07:11:01,86.1
2024-02-27 07:30:57,85
2024-02-27 07:50:57,83.3
2024-02-27 08:10:57,79.1
2024-02-27 08:30:57,74
2024-02-27 08:50:57,70.2
2024-02-27 09:10:57,67.2
2024-02-27 09:30:57,64.9
2024-02-27 09:50:57,62.3
2024-02-27 10:10:57,60.9
2024-02-27 10:30:57,58.9
2024-02-27 10:50:57,60.4
2024-02-27 11:10:57,53.8
2024-02-27 11:30:57,58.4
2024-02-27 11:50:57,55.8
2024-02-27 12:10:57,53
2024-02-27 12:30:57,50
2024-02-27 12:51:05,47.9
2024-02-27 13:10:57,52.4
2024-02-27 13:30:57,59.6
2024-02-27 13:50:57,58.3
2024-02-27 14:10:57,60.8
2024-02-27 14:31:01,60.3
2024-02-27 14:50:57,61.2
2024-02-27 15:10:57,61.1
2024-02-27 15:30:57,61.5
2024-02-27 15:50:57,62.6
2024-02-27 16:10:57,62.5
2024-02-27 16:30:57,62.8
2024-02-27 16:50:57,63.6
2024-02-27 17:10:57,65.1
2024-02-27 17:30:57,67
2024-02-27 17:50:57,68.2
2024-02-27 18:10:57,69.1
2024-02-27 18:30:57,70.1
2024-02-27 18:50:57,71.3
2024-02-27 19:10:57,71.9
2024-02-27 19:30:57,73
2024-02-27 19:50:57,74.7
2024-02-27 20:10:57,76.5
2024-02-27 20:30:57,77.2
2024-02-27 20:50:57,78
2024-02-27 21:10:57,79.2
2024-02-27 21:30:57,80.1
2024-02-27 21:50:57,81.2
2024-02-27 22:10:57,81.9
2024-02-27 22:30:57,83.7
2024-02-27 22:50:57,82.3
2024-02-27 23:10:57,82.5
2024-02-27 23:30:57,82.5
2024-02-27 23:50:57,84.5
2024-02-28 00:10:57,83.3
2024-02-28 00:30:57,81.7
2024-02-28 00:50:57,81.5
2024-02-28 01:10:57,78.5
2024-02-28 01:30:57,79.3
2024-02-28 01:50:57,80.3
2024-02-28 02:10:57,81.4
2024-02-28 02:30:57,80.6
2024-02-28 02:50:57,78.8
2024-02-28 03:10:57,78.1
2024-02-28 03:30:57,80.8
2024-02-28 03:50:57,81.4
2024-02-28 04:10:57,81.8
2024-02-28 04:30:57,82
2024-02-28 04:50:57,79.6
2024-02-28 05:10:57,79.4
2024-02-28 05:30:57,80.5
2024-02-28 05:50:57,81
2024-02-28 06:10:57,83
2024-02-28 06:30:57,82.8
2024-02-28 06:50:57,84.6
2024-02-28 07:10:57,84.9
2024-02-28 07:31:01,82.9
2024-02-28 07:50:57,81.1
2024-02-28 08:11:05,78.3
2024-02-28 08:30:57,74.4
2024-02-28 08:50:57,68.2
2024-02-28 09:10:57,67.1
2024-02-28 09:30:57,63.4
2024-02-28 09:50:57,56.9
2024-02-28 10:10:57,54.9
2024-02-28 10:30:57,52.9
2024-02-28 10:50:57,53
2024-02-28 11:10:57,50.6
2024-02-28 11:30:57,49.7
2024-02-28 11:50:57,47.3
2024-02-28 12:10:57,47.6
2024-02-28 12:30:57,43.8
2024-02-28 12:50:57,42.2
2024-02-28 13:10:57,41.5
2024-02-28 13:30:57,41.8
2024-02-28 13:51:01,40.7
2024-02-28 14:10:57,41.5
2024-02-28 14:30:57,40.3
2024-02-28 14:50:57,40.5
2024-02-28 15:10:57,42.2
2024-02-28 15:30:57,51.2
2024-02-28 15:50:57,55.3
2024-02-28 16:10:57,56.1
2024-02-28 16:30:57,57.1
2024-02-28 16:50:57,58.7
2024-02-28 17:10:57,59.3
2024-02-28 17:30:57,61.2
2024-02-28 17:51:01,62.5
2024-02-28 18:10:57,64.3
2024-02-28 18:30:57,67.2
2024-02-28 18:50:57,68.5
2024-02-28 19:10:57,69.5
2024-02-28 19:30:57,70.6
2024-02-28 19:50:57,71.6
2024-02-28 20:10:57,73.8
2024-02-28 20:30:57,75.4
2024-02-28 20:50:57,75.2
2024-02-28 21:10:57,76.3
2024-02-28 21:30:57,75.1
2024-02-28 21:50:57,74.5
2024-02-28 22:10:57,74.1
2024-02-28 22:31:01,77.3
2024-02-28 22:50:57,77.3
2024-02-28 23:10:57,78.3
2024-02-28 23:30:57,79.3
2024-02-28 23:50:57,80.7
2024-02-29 00:10:57,80.5
2024-02-29 00:11:01,80.5
2024-02-29 00:30:57,80.8
2024-02-29 00:50:57,81.7
2024-02-29 01:10:57,82.6
2024-02-29 01:30:57,84.4
2024-02-29 01:51:01,84.9
2024-02-29 02:11:01,84.6
2024-02-29 02:30:57,85.3
2024-02-29 02:50:57,85
2024-02-29 03:10:57,86.1
2024-02-29 03:30:57,86.6
2024-02-29 03:50:57,86.8
2024-02-29 04:10:57,85.9
2024-02-29 04:30:57,84.4
2024-02-29 04:50:57,86.7
2024-02-29 05:10:57,85.7
2024-02-29 05:30:57,85.6
2024-02-29 05:50:57,85.4
2024-02-29 06:10:57,85.7
2024-02-29 06:30:57,86
2024-02-29 06:50:57,86.8
2024-02-29 07:10:57,86.8
2024-02-29 07:30:57,85.5
2024-02-29 07:50:57,85.1
2024-02-29 08:10:57,83.1
2024-02-29 08:30:57,81.2
2024-02-29 08:50:57,79.5
2024-02-29 09:10:57,78.6
2024-02-29 09:30:57,77
2024-02-29 09:50:57,69.7
2024-02-29 10:10:57,63.3
2024-02-29 10:30:57,58.6
2024-02-29 10:51:01,56
2024-02-29 11:10:57,54.7
2024-02-29 11:30:57,53.2
2024-02-29 11:51:01,48.6
2024-02-29 12:10:57,47.5
2024-02-29 12:30:57,41.8
2024-02-29 12:50:57,45.1
2024-02-29 13:10:57,53.2
2024-02-29 13:30:57,56.8
2024-02-29 13:50:57,56.8
2024-02-29 14:10:57,55
2024-02-29 14:30:57,59.7
2024-02-29 14:51:05,61.4
2024-02-29 15:10:57,59.5
2024-02-29 15:30:57,59.2
2024-02-29 15:50:57,54.9
2024-02-29 16:11:05,54.9
2024-02-29 16:30:57,55
2024-02-29 16:51:01,54.7
2024-02-29 17:10:57,55
2024-02-29 17:30:57,56.5
2024-02-29 17:50:57,59.2
2024-02-29 18:10:57,61.7
2024-02-29 18:30:57,64.4
2024-02-29 18:50:57,66.4
2024-02-29 19:11:01,67.9
2024-02-29 19:30:57,69.3
2024-02-29 19:50:57,70.5
2024-02-29 20:11:01,69.4
2024-02-29 20:30:57,69.9
2024-02-29 20:50:57,70.9
2024-02-29 21:10:57,70.2
2024-02-29 21:30:57,69.3
2024-02-29 21:50:57,67.6
2024-02-29 22:10:57,67.7
2024-02-29 22:31:01,69.4
2024-02-29 22:50:57,71.1
2024-02-29 23:10:57,73
2024-02-29 23:30:57,73.4
2024-02-29 23:50:57,74.8
2024-03-01 00:10:57,75.5
2024-03-01 00:30:57,77.2
2024-03-01 00:50:57,76.7
2024-03-01 01:10:57,77.4
2024-03-01 01:30:57,75.7
2024-03-01 01:50:57,78.7
2024-03-01 02:10:57,75
2024-03-01 02:30:57,77.3
2024-03-01 02:50:57,77.1
2024-03-01 03:10:57,77.6
2024-03-01 03:30:57,78.4
2024-03-01 03:51:01,77.3
2024-03-01 04:10:57,76.8
2024-03-01 04:30:57,75.9
2024-03-01 04:50:57,75.8
2024-03-01 05:10:57,76.2
2024-03-01 05:30:57,76.2
2024-03-01 05:50:57,78.3
2024-03-01 06:10:57,78.2
2024-03-01 06:30:57,79.4
2024-03-01 06:51:01,80.6
2024-03-01 07:10:57,80.7
2024-03-01 07:30:57,80
2024-03-01 07:50:57,76.7
2024-03-01 08:11:05,75.1
2024-03-01 08:31:01,74.1
2024-03-01 08:50:57,70.4
2024-03-01 09:10:57,65.6
2024-03-01 09:30:57,66.9
2024-03-01 09:51:01,65.1
2024-03-01 10:10:57,61.5
2024-03-01 10:30:57,59.2
2024-03-01 10:50:57,57.7
2024-03-01 11:10:57,56.9
2024-03-01 11:30:57,55.8
2024-03-01 11:50:57,54
2024-03-01 12:10:57,55.3
2024-03-01 12:30:57,54.1
2024-03-01 12:50:57,56.4
2024-03-01 13:10:57,54.9
2024-03-01 13:30:57,54.8
2024-03-01 13:50:57,56.7
2024-03-01 14:10:57,56.2
2024-03-01 14:30:57,55.6
2024-03-01 14:50:57,55.2
2024-03-01 15:11:01,56.4
2024-03-01 15:30:57,58.1
2024-03-01 15:51:01,60.7
2024-03-01 16:10:57,61.4
2024-03-01 16:31:01,62.6
2024-03-01 16:50:57,62.3
2024-03-01 17:10:57,62.5
2024-03-01 17:30:57,62.1
2024-03-01 17:50:57,65.1
2024-03-01 18:10:57,66.8
2024-03-01 18:30:57,67.7
2024-03-01 18:50:57,69
2024-03-01 19:10:57,70.4
2024-03-01 19:30:57,72
2024-03-01 19:50:57,73.3
2024-03-01 20:11:01,74.9
2024-03-01 20:30:57,77.2
2024-03-01 20:50:57,78.4
2024-03-01 21:10:57,78.9
2024-03-01 21:31:01,79.9
2024-03-01 21:50:57,81.7
2024-03-01 22:10:57,83.1
2024-03-01 22:30:57,82.5
2024-03-01 22:50:57,83.2
2024-03-01 23:10:57,82.9
2024-03-01 23:30:57,84.3
2024-03-01 23:50:57,84.1
2024-03-02 00:10:57,84.4
2024-03-02 00:30:57,84.5
2024-03-02 00:50:57,84
2024-03-02 01:10:57,82.8
2024-03-02 01:30:57,85.7
2024-03-02 01:50:57,85.4
2024-03-02 02:10:57,85.4
2024-03-02 02:30:57,86.5
2024-03-02 02:50:57,87.2
2024-03-02 03:10:57,87.5
2024-03-02 03:30:57,87.8
2024-03-02 03:50:57,88.2
2024-03-02 04:10:57,88.2
2024-03-02 04:30:57,88.4
2024-03-02 04:50:57,88.5
2024-03-02 05:10:57,89.8
2024-03-02 05:30:57,89.8
2024-03-02 05:50:57,89.8
2024-03-02 06:10:57,90.3
2024-03-02 06:30:57,90.5
2024-03-02 06:50:57,91.2
2024-03-02 07:10:57,90.6
2024-03-02 07:30:57,90.2
2024-03-02 07:51:05,87.9
2024-03-02 08:11:01,84.3
2024-03-02 08:30:57,79.6
2024-03-02 08:50:57,74.3
2024-03-02 09:10:57,72.1
2024-03-02 09:30:57,69.9
2024-03-02 09:50:57,66.4
2024-03-02 10:10:57,56.8
2024-03-02 10:30:57,54.5
2024-03-02 10:50:57,52.8
2024-03-02 11:10:57,51
2024-03-02 11:30:57,49.3
2024-03-02 11:50:57,45.7
2024-03-02 12:10:57,44.7
2024-03-02 12:30:57,47.7
2024-03-02 12:50:57,51.8
2024-03-02 13:10:57,51.7
2024-03-02 13:30:57,53.2
2024-03-02 13:50:57,52.6
2024-03-02 14:10:57,52.9
2024-03-02 14:30:57,53.7
2024-03-02 14:50:57,55.2
2024-03-02 15:10:57,57.1
2024-03-02 15:31:01,57.8
2024-03-02 15:50:57,58.6
2024-03-02 16:11:01,58.7
2024-03-02 16:30:57,59.2
2024-03-02 16:50:57,60.3
2024-03-02 17:10:57,62.3
2024-03-02 17:30:57,65
2024-03-02 17:50:57,66.4
2024-03-02 18:10:57,67.5
2024-03-02 18:31:01,68.8
2024-03-02 18:50:57,69.5
2024-03-02 19:11:01,70.3
2024-03-02 19:30:57,71.8
2024-03-02 19:50:57,72.2
2024-03-02 20:10:57,72.4
2024-03-02 20:30:57,72.1
2024-03-02 20:50:57,72.7
2024-03-02 21:10:57,73.7
2024-03-02 21:31:01,76.5
2024-03-02 21:50:57,78.7
2024-03-02 22:10:57,79.9
2024-03-02 22:31:01,80.4
2024-03-02 22:50:57,81.8
2024-03-02 23:10:57,82.9
2024-03-02 23:30:57,83.1
2024-03-02 23:31:05,83.1
2024-03-02 23:50:57,84.1
2024-03-03 00:11:01,85
2024-03-03 00:30:57,83.2
2024-03-03 00:50:57,85.4
2024-03-03 01:10:57,84.8
2024-03-03 01:30:57,85.7
2024-03-03 01:50:57,85.6
2024-03-03 02:10:57,85.7
2024-03-03 02:31:01,86.6
2024-03-03 02:50:57,87.5
2024-03-03 03:10:57,86.4
2024-03-03 03:30:57,85.2
2024-03-03 03:50:57,86.3
2024-03-03 04:10:57,84.1
2024-03-03 04:30:57,82.6
2024-03-03 04:50:57,81.1
2024-03-03 05:10:57,81.2
2024-03-03 05:30:57,84.8
2024-03-03 05:50:57,84.2
2024-03-03 06:10:57,84.1
2024-03-03 06:30:57,84.3
2024-03-03 06:50:57,84.2
2024-03-03 07:10:57,83.8
2024-03-03 07:30:57,83.8
2024-03-03 07:50:57,83.1
2024-03-03 08:10:57,80.2
2024-03-03 08:31:01,77
2024-03-03 08:50:57,74.9
2024-03-03 09:10:57,69.2
2024-03-03 09:31:01,65.3
2024-03-03 09:50:57,63.9
2024-03-03 10:10:57,59.7
2024-03-03 10:30:57,57.6
2024-03-03 10:50:57,56.8
2024-03-03 11:10:57,54.3
2024-03-03 11:11:01,54.3
2024-03-03 11:30:57,53
2024-03-03 11:50:57,51.5
2024-03-03 12:10:57,53.7
2024-03-03 12:31:01,51.3
2024-03-03 12:50:57,50
2024-03-03 13:10:57,52.3
2024-03-03 13:30:57,51.5
2024-03-03 13:50:57,51
2024-03-03 14:10:57,50.4
2024-03-03 14:30:57,50.5
2024-03-03 14:50:57,51.1
2024-03-03 15:10:57,53.2
2024-03-03 15:31:01,53.7
2024-03-03 15:51:01,55.4
2024-03-03 16:10:57,55.4
2024-03-03 16:30:57,57.1
2024-03-03 16:50:57,57.9
2024-03-03 17:10:57,60.3
2024-03-03 17:30:57,61.1
2024-03-03 17:50:57,62.4
2024-03-03 18:11:01,63.8
2024-03-03 18:30:57,65.7
2024-03-03 18:50:57,67.2
2024-03-03 19:10:57,68.7
2024-03-03 19:30:57,70
2024-03-03 19:51:01,71.7
2024-03-03 20:11:05,74.6
2024-03-03 20:30:57,76.2
2024-03-03 20:50:57,77
2024-03-03 21:10:57,78.2
2024-03-03 21:31:01,79.5
2024-03-03 21:50:57,79.9
2024-03-03 22:11:01,80.6
2024-03-03 22:30:57,81
2024-03-03 22:50:57,82.3
2024-03-03 23:10:57,82.4
2024-03-03 23:31:01,82.2
2024-03-03 23:50:57,83.1
2024-03-04 00:10:57,82.8
2024-03-04 00:30:57,84.1
2024-03-04 00:50:57,85.2
2024-03-04 01:10:57,84.9
2024-03-04 01:30:57,85.4
2024-03-04 01:50:57,85.8
2024-03-04 02:11:01,86
2024-03-04 02:30:57,86.3
2024-03-04 02:50:57,85.9
2024-03-04 03:10:57,86.1
2024-03-04 03:30:57,86.2
2024-03-04 03:50:57,86
2024-03-04 04:11:01,85.9
2024-03-04 04:30:57,85.3
2024-03-04 04:50:57,86
2024-03-04 05:10:57,86.7
2024-03-04 05:30:57,87
2024-03-04 05:50:57,86.5
2024-03-04 06:10:57,87.5
2024-03-04 06:30:57,88.5
2024-03-04 06:50:57,88.9
2024-03-04 07:10:57,86.7
2024-03-04 07:31:01,85.6
2024-03-04 07:50:57,84.7
2024-03-04 08:10:57,81.9
2024-03-04 08:31:01,79.1
2024-03-04 08:50:57,76.2
2024-03-04 09:11:01,73.8
2024-03-04 09:30:57,71
2024-03-04 09:50:57,69
2024-03-04 10:10:57,63.5
2024-03-04 10:31:01,63.4
2024-03-04 10:51:01,60.9
2024-03-04 11:10:57,57.7
2024-03-04 11:30:57,58.8
2024-03-04 11:50:57,56.3
2024-03-04 12:10:57,49.9
2024-03-04 12:30:57,57.8
2024-03-04 12:50:57,62.6
2024-03-04 13:10:57,60.6
2024-03-04 13:30:57,60.7
2024-03-04 13:50:57,59.4
2024-03-04 14:10:57,61
2024-03-04 14:30:57,62.3
2024-03-04 14:50:57,63.7
2024-03-04 15:10:57,65.7
2024-03-04 15:30:57,66.5
2024-03-04 15:50:57,66.8
2024-03-04 16:10:57,70.7
2024-03-04 16:30:57,72.3
2024-03-04 16:50:57,74.3
2024-03-04 17:10:57,75.5
2024-03-04 17:30:57,76.1
2024-03-04 17:50:57,76.4
2024-03-04 18:11:01,76.9
2024-03-04 18:30:57,77.7
2024-03-04 18:50:57,78.3
2024-03-04 19:10:57,78.8
2024-03-04 19:11:05,78.8
2024-03-04 19:30:57,79.8
2024-03-04 19:51:01,81.1
2024-03-04 20:10:57,82.1
2024-03-04 20:30:57,83.4
2024-03-04 20:50:57,82.7
2024-03-04 21:10:57,82.7
2024-03-04 21:30:57,83
2024-03-04 21:50:57,83.2
2024-03-04 21:51:05,83.2
2024-03-04 22:10:57,83
2024-03-04 22:30:57,84.7
2024-03-04 22:50:57,84.3
2024-03-04 23:10:57,84.1
2024-03-04 23:30:57,84.6
2024-03-04 23:50:57,85.8
2024-03-05 00:10:57,86.3
2024-03-05 00:30:57,87.5
2024-03-05 00:50:57,87.5
2024-03-05 01:10:57,87.7
2024-03-05 01:11:05,87.7
2024-03-05 01:30:57,88.4
2024-03-05 01:50:57,88.7
2024-03-05 02:10:57,88.7
2024-03-05 02:30:57,89.1
2024-03-05 02:50:57,88.4
2024-03-05 03:10:57,89.5
2024-03-05 03:30:57,88.1
2024-03-05 03:50:57,88.4
2024-03-05 04:10:57,89.1
2024-03-05 04:30:57,88.7
2024-03-05 04:50:57,90.2
2024-03-05 05:10:57,89
2024-03-05 05:30:57,88.7
2024-03-05 05:50:57,88.4
2024-03-05 06:10:57,89.8
2024-03-05 06:30:57,90
2024-03-05 06:50:57,89.3
2024-03-05 07:10:57,89.7
2024-03-05 07:31:01,89.9
2024-03-05 07:50:57,88.9
2024-03-05 08:10:57,87.2
2024-03-05 08:30:57,85.2
2024-03-05 08:50:57,81.6
2024-03-05 09:10:57,78.9
2024-03-05 09:30:57,76.8
2024-03-05 09:51:01,72.4
2024-03-05 10:10:57,69.4
2024-03-05 10:30:57,69.3
2024-03-05 10:50:57,68
2024-03-05 11:10:57,68.2
2024-03-05 11:31:05,64.1
2024-03-05 11:50:57,67.1
2024-03-05 12:10:57,65.3
2024-03-05 12:30:57,67.1
2024-03-05 12:50:57,65.4
2024-03-05 13:11:01,64.3
2024-03-05 13:30:56,64.3
2024-03-05 13:50:57,63.9
2024-03-05 14:10:57,65.5
2024-03-05 14:30:57,67.7
2024-03-05 14:51:01,67
2024-03-05 15:10:57,68.5
2024-03-05 15:30:57,70.2
2024-03-05 15:50:57,70
2024-03-05 16:10:57,72.1
2024-03-05 16:30:57,73
2024-03-05 16:50:57,74.4
2024-03-05 17:10:57,76.3
2024-03-05 17:30:57,77.9
2024-03-05 17:50:57,79.3
2024-03-05 18:11:01,79.3
2024-03-05 18:30:57,81
2024-03-05 18:50:57,80.8
2024-03-05 19:10:57,81.8
2024-03-05 19:31:01,82.4
2024-03-05 19:50:57,86.5
2024-03-05 20:10:57,87.1
2024-03-05 20:30:57,88.5
2024-03-05 20:51:05,87.6
2024-03-05 21:10:57,85.3
2024-03-05 21:30:57,84.9
2024-03-05 21:50:57,85.3
2024-03-05 22:10:57,86.8
2024-03-05 22:30:57,87.1
2024-03-05 22:51:01,89.5
2024-03-05 23:10:57,89.9
2024-03-05 23:31:01,89.7
2024-03-05 23:50:57,90.8
2024-03-06 00:10:57,89.7
2024-03-06 00:30:57,89.7
2024-03-06 00:50:57,89.7
2024-03-06 01:10:57,90.6
2024-03-06 01:30:57,91.6
2024-03-06 01:50:57,89.1
2024-03-06 02:10:57,86.9
2024-03-06 02:30:57,87.3
2024-03-06 02:50:57,86.6
2024-03-06 03:10:57,87.4
2024-03-06 03:30:57,87.1
2024-03-06 03:50:57,87.3
2024-03-06 04:10:57,87.4
2024-03-06 04:30:56,86.8
2024-03-06 04:50:56,86.8
2024-03-06 05:10:57,87.1
2024-03-06 05:30:57,87.1
2024-03-06 05:51:02,86.9
2024-03-06 05:51:05,86.9
2024-03-06 06:10:57,87.4
2024-03-06 06:30:57,87.4
2024-03-06 06:50:56,87.5
2024-03-06 07:10:56,87.8
2024-03-06 07:31:00,87.1
2024-03-06 07:50:57,85.9
2024-03-06 08:11:01,84.2
2024-03-06 08:30:57,82.5
2024-03-06 08:50:57,79.5
2024-03-06 09:10:56,76.3
2024-03-06 09:30:56,73.2
2024-03-06 09:51:01,73.2
2024-03-06 10:10:57,68.9
2024-03-06 10:30:56,61.6
2024-03-06 10:50:57,64.4
2024-03-06 11:10:56,63.9
2024-03-06 11:30:56,62.4
2024-03-06 11:50:56,61.1
2024-03-06 12:10:56,59.8
2024-03-06 12:30:56,57.9
2024-03-06 13:11:05,51
2024-03-06 13:31:01,56.6
2024-03-06 13:50:57,68.1
2024-03-06 14:10:57,69
2024-03-06 14:30:57,68
2024-03-06 14:51:01,68.1
2024-03-06 15:10:57,68.3
2024-03-06 15:30:57,67.3
2024-03-06 15:50:57,69.6
2024-03-06 16:11:01,70.5
2024-03-06 16:31:01,72.7
2024-03-06 16:50:57,72.3
2024-03-06 17:10:57,73.3
2024-03-06 17:31:01,74.1
2024-03-06 17:50:56,75.5
2024-03-06 18:10:56,77.1
2024-03-06 18:31:01,77.8
2024-03-06 18:50:56,78.8
2024-03-06 19:10:56,79.7
2024-03-06 19:30:56,80.4
2024-03-06 19:51:00,80.9
2024-03-06 20:10:57,81.7
2024-03-06 20:31:01,82.7
2024-03-06 20:50:56,83.6
2024-03-06 21:10:57,84
2024-03-06 21:30:57,84.1
2024-03-06 21:51:05,84.2
2024-03-06 22:11:01,86.1
2024-03-06 22:30:56,87.1
2024-03-06 22:50:56,87.5
2024-03-06 23:10:56,87.4
2024-03-06 23:30:56,87.5
2024-03-06 23:50:56,89.4
2024-03-07 00:10:56,88.7
2024-03-07 00:30:57,88.1
2024-03-07 00:50:56,87.7
2024-03-07 01:10:56,87.9
2024-03-07 01:30:56,87.9
2024-03-07 01:50:56,88.4
2024-03-07 02:10:56,89.5
2024-03-07 02:30:56,88.9
2024-03-07 02:50:57,88.7
2024-03-07 03:10:56,89.6
2024-03-07 03:30:56,89.7
2024-03-07 03:50:56,90.7
2024-03-07 04:10:57,90.9
2024-03-07 04:30:56,89.7
2024-03-07 04:50:56,89.7
2024-03-07 05:10:56,89.7
2024-03-07 05:30:56,88.8
2024-03-07 05:50:56,89.2
2024-03-07 06:11:00,88.8
2024-03-07 06:30:56,90.9
2024-03-07 06:50:56,90.1
2024-03-07 07:10:56,90.1
2024-03-07 07:31:00,91
2024-03-07 07:50:56,89.5
2024-03-07 08:10:56,87.5
2024-03-07 08:30:56,84.8
2024-03-07 08:50:56,82.4
2024-03-07 09:10:56,79.7
2024-03-07 09:30:56,78.2
2024-03-07 09:50:56,75
2024-03-07 10:10:56,70
2024-03-07 10:30:56,70
2024-03-07 10:50:56,70.7
2024-03-07 11:10:56,67.2
2024-03-07 11:30:56,61.5
2024-03-07 11:31:04,61.5
2024-03-07 11:50:56,62.3
2024-03-07 12:10:56,60.4
2024-03-07 12:31:00,66
2024-03-07 12:51:00,68.5
2024-03-07 13:10:56,67.3
2024-03-07 13:30:56,67.5
2024-03-07 13:50:56,67
2024-03-07 14:11:04,68.7
2024-03-07 14:30:56,69
2024-03-07 14:50:56,68.3
2024-03-07 15:10:56,69.6
2024-03-07 15:50:56,71.7
2024-03-07 16:10:56,73.7
2024-03-07 16:31:04,73.1
2024-03-07 16:50:56,73.3
2024-03-07 17:10:56,73.6
2024-03-07 17:30:56,73.4
2024-03-07 17:50:56,74.7
2024-03-07 18:10:56,75.3
2024-03-07 18:30:56,75.9
2024-03-07 18:50:56,77.3
2024-03-07 19:10:56,77.6
2024-03-07 19:30:56,79
2024-03-07 19:50:56,79.4
2024-03-07 20:10:56,79.8
2024-03-07 20:30:56,80.6
2024-03-07 20:50:57,81
2024-03-07 21:10:56,81.4
2024-03-07 21:30:56,82.4
2024-03-07 21:50:56,82.7
2024-03-07 22:10:57,83.9
2024-03-07 22:11:04,83.9
2024-03-07 22:11:04,83.9
2024-03-07 22:31:00,84.7
2024-03-07 22:50:56,84.8
2024-03-07 23:10:56,85.4
2024-03-07 23:30:56,85.9
2024-03-07 23:50:56,87.1
2024-03-08 00:10:56,86.1
2024-03-08 00:30:56,86.2
2024-03-08 00:50:56,86.3
2024-03-08 01:11:00,87.9
2024-03-08 01:31:08,88
2024-03-08 02:14:17,88
2024-03-08 02:14:17,88
2024-03-08 02:14:17,88
2024-03-08 02:30:56,88.9
2024-03-08 02:50:56,89.6
2024-03-08 03:10:56,88.1
2024-03-08 03:30:56,87.3
2024-03-08 03:50:56,87.5
2024-03-08 04:10:56,87.8
2024-03-08 04:30:56,88
2024-03-08 04:50:56,88
2024-03-08 05:10:56,87.8
2024-03-08 05:30:56,88.6
2024-03-08 05:50:57,89.7
2024-03-08 05:51:00,89.7
2024-03-08 06:10:56,89.1
2024-03-08 06:30:56,90.9
2024-03-08 06:50:56,91.3
2024-03-08 07:10:56,90.9
2024-03-08 07:30:56,88.6
2024-03-08 07:50:56,86.2
2024-03-08 08:10:56,84.7
2024-03-08 08:30:56,82.8
2024-03-08 08:50:56,80.7
2024-03-08 09:10:56,77.4
2024-03-08 09:30:56,75.3
2024-03-08 09:50:56,75.4
2024-03-08 10:10:56,72.7
2024-03-08 10:30:56,72.4
2024-03-08 10:50:56,68.7
2024-03-08 11:10:56,64.8
2024-03-08 11:31:00,61.9
2024-03-08 11:50:56,58.5
2024-03-08 12:11:00,53
2024-03-08 12:30:56,52.6
2024-03-08 12:50:56,55.6
2024-03-08 13:10:56,56.1
2024-03-08 13:30:56,66
2024-03-08 13:50:56,67.4
2024-03-08 14:11:00,67.3
2024-03-08 14:30:56,69
2024-03-08 14:50:56,69.3
2024-03-08 15:11:00,69.6
2024-03-08 15:30:56,71.5
2024-03-08 15:50:56,71.4
2024-03-08 15:51:00,71.4
2024-03-08 16:11:00,69.1
2024-03-08 16:50:56,88.9
2024-03-08 17:10:56,88.6
2024-03-08 17:30:56,88.5
2024-03-08 17:50:56,89.1
2024-03-08 18:10:56,89.3
2024-03-08 18:30:56,90.7
2024-03-08 18:50:56,91.5
2024-03-08 19:11:00,92.2
2024-03-08 19:30:56,92
2024-03-08 19:50:56,92.2
2024-03-08 19:51:00,92.2
2024-03-08 20:31:00,93.1
2024-03-08 20:50:56,93.5
2024-03-08 21:10:56,93.1
2024-03-08 21:30:56,93.6
2024-03-08 21:51:00,93.3
2024-03-08 22:10:56,93.4
2024-03-08 22:31:00,92.3
2024-03-08 22:50:56,93.4
2024-03-08 23:10:56,92.8
2024-03-08 23:30:56,92.4
2024-03-08 23:51:00,92.1
2024-03-09 00:10:56,93.1
2024-03-09 00:30:56,93.7
2024-03-09 00:50:56,91.7
2024-03-09 01:10:56,92.1
2024-03-09 01:30:56,92.3
2024-03-09 01:50:56,93.6
2024-03-09 02:10:56,93.6
2024-03-09 02:30:56,93.9
2024-03-09 02:50:56,93.4
2024-03-09 03:11:00,93.2
2024-03-09 03:30:56,92.8
2024-03-09 03:54:57,92.5
2024-03-09 03:54:57,92.5
